timestamp,country,useragent,userid,browser_name,is_app,esegment
2020-02-29 00:00:41,JP,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,953,25,False,"-2147477496,-2147434141,1682720419,-2147350833,-2147350773,-2147434475,-2147434499,-2147350821,-2147350839,-2147350775,-2147350814,166604308,-1502332471,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-29 11:00:18,US,,954,0,False,"-2147477496,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434144,-2147434145"
2020-02-29 11:00:22,US,,955,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 06:42:06,US,,956,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,-2147434260,-1334371409,-2147350774,-2147434144,-2147434145"
2020-02-29 10:00:23,US,,957,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 10:00:13,US,,958,0,False,"-2147434261,-2147477496,-2147434141,1682720419,-2147350773,-1109135157,-2147350821,-2147350814,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-29 10:00:13,US,,959,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 10:00:16,US,,960,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,-2147434260,-1334371409,-2147350774,-2147434144,-2147434145"
2020-02-29 10:00:18,US,,961,0,False,"-2147434261,-2147477496,1682720419,-2147350773,-1109135157,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 07:00:14,US,,962,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 07:00:12,US,,963,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,-2147434260,-1334371409,-2147350774,-2147434144,-2147434145"
2020-02-29 06:42:11,US,,964,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 11:00:15,US,,965,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,-2147434260,-1334371409,-2147350774,-2147434144,-2147434145"
2020-02-29 11:00:20,US,,966,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-29 03:00:11,PE,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G532M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36",967,11,False,"-2147350773,-2140557073,-2147350814,-2147350779,-2147350783,-2147350774,-2147350781,-1563925739,-2147350826,518467068,-348361703,-767755411,-2147434286,-2147350784,-2147434289,-2147350804,-2147434288,-2147350822,-2147350799,1893846424,-1225158142,439658534,-2147350725,-2147434256"
2020-02-29 11:00:24,US,,968,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 11:00:25,US,,969,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 11:00:27,PR,,970,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 03:00:33,PE,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G532M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36",967,11,False,"-2147350773,-2140557073,-2147350814,-2147350779,-2147350783,-2147350774,-2147350781,-1563925739,-2147350826,518467068,-348361703,-767755411,-2147434286,-2147350784,-2147434289,-2147350804,-2147434288,-2147350822,-2147350799,1893846424,-1225158142,439658534,-2147350725,-2147434256"
2020-02-29 03:00:36,CL,"Mozilla/5.0 (Linux; Android 9; SM-A205G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.117 Mobile Safari/537.36",971,11,False,"916661907,84083692,-2147350798,-2147350791,1163891785,-2147350814,-1960840104,2123844108,-2147477496,518467068,1807373426,-2147350796,906256587,-2147350821,743037615,-2147350793,-1627212061,-2147350813,-2147350804,-2147350749,-1541025560,437118243,1950273141,373895187,-761405875,-2147350822,2142571648,-2147350787,1540656626,-2147350777,297920174,1682720419,1194461347,-2147350786,-2147350797,-1334371409,-931840970,111926646"
2020-02-29 11:00:22,US,,972,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,-2147434260,-1334371409,-2147350774,-2147434144,-2147434145"
2020-02-29 09:00:09,US,,973,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-29 06:00:14,US,,974,0,False,"975423456,-1084274225,-2147350791,-2140557073,-2147350779,-2147350738,-948548420,-2147416218,-2147416487,-77355032,906256587,-2147350821,668215992,-950125918,1654233363,-924587932,-2147350727,-2147416343,-2147434475,-2147434296,1620967703,-2147350799,1670822521,-2147416241,1586776447,1043746824,-939384053,-2147416475,1682720419,-2147416307,-1733541311,-2147416238,1391704784,1593624102,-2147350815,-2147350806,-2147350814,-2147416517,1132606949,-2147350801,-876633609,-2147350826,518467068,-2147350796,-1705165529,552913669,-1502332471,-1918077011,-2147350825,-2147350793,-2147350784,-2147434289,-2147350804,166604308,-921380537,-2147350822,1893846424,-2147350841,-2147350731,2051548111,-1487136335,-2147434256,-2147416466,-1268729577,-2147434128,-2147350773,-2147434129,-1098226581,-2147350783,-603848007,544832767,-243262982,-2147350776,-209526918,-2147350762,-345542771,-2147350709,-2147350763,-2147416826,-2147416828,520621165,-1198381853,-2147416496,-2147350777,-2147434499,-2147350792,-651999295,-2147418078,-524585561,-1508880495,439658534,648037650,670947932,784009867,-2147350789,1905411800,-1880843129,-2147350710,-2147350798,-2147416615,-1619169426,-1112449531,-2147350794,-1456303942,-2147416367,-200112932,-2147350781,-2147350774,204290196,-2147477496,-2147350800,-767755411,-2147350839,-2147434285,1758752728,-2147434286,-1560035278,1076102616,-2147350833,-2147434440,-666356841,-2147350797,-1233152258"
2020-02-29 06:00:13,US,,975,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 06:00:11,US,,976,0,False,"-2147416945,-2147416986,-2147350773,-2147350748,-2147434291,-2147350814,-2147350794,-2147350774,442786065,-2147434145,-2147477496,518467068,-2147416938,-2147417077,-2147416935,-2147350821,-2147416343,-2147350804,-2147416939,-2147350722,1893846424,-2147416241,-2147350822,-2147434260,1682720419,-2147350775,-2147416987,-2147416932,-2147434256,-2147416975"
2020-02-29 10:00:19,CA,,977,0,False,"-2147477496,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434144,-2147434145"
2020-02-29 12:00:20,US,,978,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,-2147434260,-1334371409,-2147350774,-2147434144,-2147434145"
2020-02-29 05:00:08,US,,979,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-29 11:00:18,US,,980,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 11:00:17,US,,981,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 09:00:15,US,,982,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 09:00:16,BR,,983,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-29 05:00:10,US,,984,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,-2147434260,-1334371409,-2147350774,-2147434144,-2147434145"
2020-02-29 05:00:08,US,,985,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-29 07:00:12,US,,986,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-29 12:00:19,US,,987,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-29 04:00:05,US,,988,0,False,"-2147477496,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434144,-2147434145"
2020-02-29 12:00:17,US,,989,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-29 12:00:17,US,,990,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,-2147434260,-1334371409,-2147350774,-2147434144,-2147434145"
