timestamp,country,useragent,userid,browser_name,is_app,esegment
2020-02-27 04:17:09,US,,0,0,False,"975423456,-1634199977,-1084274225,-2147350791,-2140557073,-2147350779,-2147350738,-948548420,-2147416218,-2147416487,-77355032,906256587,-2147350821,668215992,-950125918,1654233363,520604386,-924587932,-2147350727,-2147416343,-2147434475,-1861269773,-2147416195,-1899088119,-2147434296,1670822521,-2147350799,-2147416241,1586776447,1043746824,-939384053,-2147416475,-858104543,1682720419,-2147416307,-2147416344,-1733541311,-2147416312,-2147416238,1391704784,-2147350819,-1900223287,1593624102,1628985193,-2147350815,-2147350806,-2147350814,-2147416517,1132606949,1956137065,557588059,-2147350801,-2147434182,-876633609,-2147350826,-682806376,518467068,-2147350796,-1705165529,552913669,-2147434039,-1502332471,-1918077011,-2147350825,-2147350793,-2147350784,-2147434289,-2147350804,-642774816,-2147416237,166604308,-921380537,-2147350822,1893846424,-2147350841,1516141212,-2147350787,-2147350731,2051548111,-1487136335,-1845652785,-2147434256,-2147416466,-1268729577,-2147434128,-2147350773,-2147434129,-2147481546,-2147350783,-603848007,-2147350808,-2147350776,782226256,-209526918,-2147350762,-345542771,-2147350709,-189374238,-2147350763,-2147416476,-2147350813,-2147350817,437118243,-1197041384,520621165,-1198381853,-2147416496,872928843,-2147350777,-2147434499,-2147350792,-2147350758,-2147416886,-2147418078,-2147350807,-524585561,439658534,648037650,1784487537,-2147416485,670947932,784009867,-2147350789,1905411800,84083692,-2147350710,-2147350798,-1880843129,-2147416615,-1112449531,-2147416495,-2147350794,-1456303942,746115227,-2147416367,-200112932,-2147350781,-2147350774,-2147477496,-2147350800,-767755411,-2147350839,-2147434285,1758752728,-414371175,-2147434036,-2147434286,-2147350782,-1560035278,1076102616,-2147350833,-2147434440,-2147350780,480805043,-666356841,-2147350757,-2147416743,-2147350797,808546604,-1233152258,873827699,-2147416884"
2020-02-27 04:27:14,US,,1,0,False,"-2147434261,-2147477496,1682720419,-2147350773,-1109135157,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-27 04:12:21,CA,,2,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,-2147434260,-1334371409,-2147350774,-2147434144,-2147434145"
2020-02-27 04:13:53,US,,3,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-27 04:14:40,US,,4,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-27 08:38:44,US,,5,0,False,"-2147350773,-2147350748,-2147350814,-2147350774,442786065,-2147434145,-2147477496,518467068,-2147417077,-2147350821,-2147350804,-1541025560,-2147416939,-2147350722,-2147350822,1893846424,-2147434260,-2147434144,1682720419,-2147350775,-2147416987,-2147434256"
2020-02-27 06:38:37,MX,"Mozilla/5.0 (Linux; Android 9; SM-J600G Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.117 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/258.0.0.34.119;]",6,11,True,"-2147350773,-2147350814,-2147350794,-2147350774,-2147434145,-2147477496,-2147434259,743037615,-2147350821,-2147416343,-2147350822,1893846424,-2147416241,2142571648,-2147434143,-2147434260,-846221116,1682720419,-2147350775,-2147434256,670947932"
2020-02-27 06:38:38,MX,,7,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350814,-2147350821,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-27 06:38:44,US,,8,0,False,"-2147477496,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,1893846424,-2147434260,-2147350774,-2147434256,-2147434145"
2020-02-27 00:04:34,US,,9,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-1541025560,-2147350821,-2147350775,-2147350814,-2147350822,-2147434260,-1334371409,-2147350774,-2147434144,-2147434145"
2020-02-27 00:04:33,US,,10,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350821,-2147350814,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-27 06:38:41,US,,11,0,False,"-2147416945,-2147350773,-2147350748,-2147434291,-2147350814,-2147350794,-2147350774,442786065,-2147434145,-2147417079,-2147477496,518467068,-2147417077,-2147416935,-2147350821,-2147416343,-2147350804,-2147350722,-2147350822,-2147416241,-2147434260,1893846424,1682720419,-2147350775,-2147416987,-2147434256"
2020-02-27 04:27:26,CA,,12,0,False,"-2147477496,-2147434141,1682720419,-2147350773,-2147350814,-2147350821,-2147350775,-2147350822,-2147434260,-1334371409,-2147350774,-2147434145"
2020-02-27 00:00:04,AR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",13,10,False,"-1268729577,-2147350773,-2147350791,-2147350814,-2147350779,-2147350783,-1038122442,-1712703979,-2147350774,-2147350781,-1054881858,-1563925739,-2147434145,-2147350826,-2147477496,518467068,-2147434259,-348361703,-2147416482,743801032,-2147350821,1758752728,743037615,-2147434286,-2147350793,-2147350784,-2147434289,-2147350804,-2147350822,1893846424,-2147434143,2142571648,-2147434260,-2147350799,1607216692,-1225158142,1682720419,-2147350790,-2147350775,439658534,-2147350725,-2147434256"
2020-02-27 00:00:06,AR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",13,10,False,"-1268729577,-2147350773,-2147350791,-2147350814,-2147350779,-2147350783,-1038122442,-1712703979,-2147350774,-2147350781,-1054881858,-1563925739,-2147434145,-2147350826,-2147477496,518467068,-2147434259,-348361703,-2147416482,743801032,-2147350821,1758752728,743037615,-2147434286,-2147350793,-2147350784,-2147434289,-2147350804,-2147350822,1893846424,-2147434143,2142571648,-2147434260,-2147350799,1607216692,-1225158142,1682720419,-2147350790,-2147350775,439658534,-2147350725,-2147434256"
2020-02-27 00:00:08,AR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36",13,10,False,"-1268729577,-2147350773,-2147350791,-2147350814,-2147350779,-2147350783,-1038122442,-1712703979,-2147350774,-2147350781,-1054881858,-1563925739,-2147434145,-2147350826,-2147477496,518467068,-2147434259,-348361703,-2147416482,743801032,-2147350821,1758752728,743037615,-2147434286,-2147350793,-2147350784,-2147434289,-2147350804,-2147350822,1893846424,-2147434143,2142571648,-2147434260,-2147350799,1607216692,-1225158142,1682720419,-2147350790,-2147350775,439658534,-2147350725,-2147434256"
2020-02-27 04:23:45,CA,,14,0,False,"-2147434141,-2147350773,-2147350748,-2147350814,-2147350774,442786065,-2147434145,-2147477496,518467068,-2147350821,-2147416934,-2147350804,-2147350722,-2147350822,-2147434260,1682720419,-2147350775,-2147416987,-1334371409"
